Wall time,Step,Value
1752750015.3180447,3500,-13.169305801391602
1752750038.692318,14000,-14.134437561035156
1752750046.6677198,17500,-17.766319274902344
1752750092.7934158,38500,0.4811333417892456
1752750100.3581839,42000,-6.616209030151367
1752750122.3129694,52500,10.824518203735352
1752750128.9379363,56000,6.983386993408203
1752750151.296438,66500,140.86119079589844
1752750159.1403754,70000,32.60883712768555
1752750165.58328,73500,43.77128601074219
1752750180.5010545,80500,70.34571838378906
1752750188.2121084,84000,187.3101806640625
1752750210.6383178,94500,319.5499267578125
1752750217.3600295,98000,311.3301696777344
1752750258.9885354,119000,408.7591552734375
1752750281.1739824,129500,438.0014343261719
1752750288.0855172,133000,1319.97216796875
1752750295.5237687,136500,375.32037353515625
1752750303.4582398,140000,540.6092529296875
1752750309.900532,143500,499.1632995605469
1752750361.4646745,168000,162.25794982910156
1752750369.4250932,171500,196.80189514160156
1752750376.7130628,175000,774.326904296875
1752750393.0075302,182000,351.4912414550781
1752750400.8259225,185500,236.6752166748047
1752750414.77493,192500,129.40750122070312
1752750438.2568297,203000,267.2359619140625
1752750458.8310935,213500,201.13259887695312
1752750464.4364047,217000,455.4075622558594
1752750472.554105,220500,664.9014892578125
1752750479.2903209,224000,282.4810485839844
1752750493.217814,231000,413.6974182128906
1752750500.133404,234500,366.77044677734375
1752750507.1334794,238000,126.28166198730469
1752750515.0736086,241500,213.4258270263672
1752750529.8599844,248500,295.24468994140625
1752750535.6629393,252000,200.2339324951172
1752750578.4011562,273000,105.15325164794922
1752750592.7809598,280000,104.84288024902344
1752750599.010256,283500,109.56864929199219
1752750612.7369974,290500,120.77839660644531
1752750620.1215336,294000,106.92178344726562
1752750634.7419295,301000,127.84664154052734
1752750663.8948576,315000,110.21476745605469
1752750670.8224208,318500,118.14002227783203
1752750708.4680076,336000,131.37777709960938
1752750733.1260414,350000,123.04841613769531
1752750739.6862636,353500,126.51795959472656
1752750757.2718756,364000,117.62042236328125
1752750776.6160011,374500,135.82437133789062
1752750782.034275,378000,126.62638854980469
1752750793.9664042,385000,129.5327911376953
1752750824.849918,402500,133.6700439453125
1752750836.0822592,409500,131.11849975585938
1752750868.0198345,427000,144.59429931640625
1752750891.5819652,441000,158.74972534179688
1752750898.225448,444500,166.8865203857422
1752750910.2670803,451500,167.3349609375
1752750922.560807,458500,176.4778594970703
1752750929.4010153,462000,179.04556274414062
1752750935.020539,465500,183.949462890625
1752750961.6353517,479500,206.23086547851562
1752750968.0782661,483000,195.9356689453125
1752751009.910401,504000,297.0240783691406
1752751015.7343802,507500,266.7267150878906
1752751029.3963761,514500,270.2808532714844
1752751035.627029,518000,288.3363037109375
1752751057.5529578,528500,292.895263671875
1752751104.0895355,553000,320.8030090332031
1752751115.6985219,560000,339.27264404296875
1752751121.5035896,563500,364.2951965332031
1752751134.99122,570500,338.3089599609375
1752751148.903001,577500,390.9798278808594
1752751161.8759854,584500,429.7244873046875
1752751186.6968517,598500,398.8412780761719
1752751192.9083025,602000,427.61761474609375
1752751198.9976118,605500,371.6805725097656
1752751219.131979,616000,377.07586669921875
1752751225.466545,619500,383.427978515625
1752751232.9530926,623000,401.6816101074219
1752751238.1772943,626500,361.2861328125
1752751252.9729311,633500,376.1549987792969
1752751259.3112235,637000,355.2698974609375
1752751279.3498375,647500,386.155029296875
1752751286.7133281,651000,380.3716125488281
1752751292.2457635,654500,406.6923522949219
1752751312.064727,665000,368.71856689453125
1752751318.0761168,668500,391.2060852050781
1752751324.3630106,672000,367.2673645019531
1752751329.5591545,675500,503.4001159667969
1752751348.1911411,686000,453.0008850097656
1752751374.1969807,700000,446.7622375488281
1752751380.3603644,703500,416.0707702636719
1752751394.0489705,710500,409.67132568359375
1752751399.9801838,714000,484.5187072753906
1752751406.5686994,717500,483.4250183105469
1752751414.1871822,721000,486.0541687011719
1752751428.3856559,728000,484.3522033691406
1752751440.9260612,735000,500.4502258300781
1752751457.3209572,742000,530.3817749023438
1752751468.813559,749000,534.2627563476562
1752751481.771314,756000,583.6874389648438
1752751487.6770437,759500,556.9005126953125
1752751501.6756725,766500,589.7079467773438
1752751509.6513708,770000,671.0939331054688
1752751516.2061753,773500,590.7492065429688
1752751523.2701294,777000,626.5518798828125
1752751529.3767407,780500,629.8897094726562
1752751543.0609448,787500,612.7455444335938
1752751549.5750358,791000,541.1380004882812
1752751576.3360376,805000,618.3497924804688
1752751615.263495,826000,528.67822265625
1752751628.9500592,833000,564.1617431640625
1752751636.6487732,836500,467.3887023925781
1752751644.6664886,840000,515.2723388671875
1752751658.914803,847000,500.2729797363281
1752751666.8645797,850500,490.6296081542969
1752751680.523785,857500,484.3253173828125
1752751687.5186222,861000,497.3966979980469
1752751695.3565595,864500,511.219970703125
1752751702.667554,868000,490.5056457519531
1752751740.8328407,885500,423.82147216796875
1752751749.5780869,889000,516.5219116210938
1752751757.4280236,892500,456.4741516113281
1752751779.0073109,903000,516.6853637695312
1752751786.4234579,906500,495.0409240722656
